,Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation,Total
226,18049,18049,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar",0.0097530244,0.020753279,0.17779866,0.1886718,0.035436375,0.0066875618,0.4391007002
227,18033,18033,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar and artificial sweetener(s)",0.0097530244,0.020753279,0.17779866,0.1886718,0.035436375,0.0066875618,0.4391007002
228,18019,18019,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Fruit soft drink, carbonated (10-50% of fruit juice), with sugar",0.0097530244,0.020753279,0.17779866,0.1886718,0.035436375,0.0066875618,0.4391007002
229,18026,18026,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée","Soft drink, carbonated, without fruit juice, with sugar",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
230,18078,18078,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
231,19127,19127,boissons,boissons sans alcool,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","Strawberry flavoured milk, with sugar, partially skimmed, fortified with vitamins D",0.94669556,0.011305648,0.17779866,0.20258342,0.035436375,0.0066875618,1.3805072247999999
232,19122,19122,boissons,boissons sans alcool,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","Chocolate flavoured milk, with sugar, partially skimmed, fortified with vitamins and chemicals elements",0.94669556,0.011305648,0.17779866,0.20258342,0.035436375,0.0066875618,1.3805072247999999
233,18304,18304,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",0.091306974,0.059533076,0.17779866,0.19037357,0.035436375,0.0066875618,0.5611362167999999
234,18339,18339,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), sucrée","Fruit soft drink, still (10-50% of fruit juice), with sugar",0.091306974,0.059533076,0.17779866,0.19037357,0.035436375,0.0066875618,0.5611362167999999
235,18023,18023,boissons,boissons sans alcool,"Boisson plate aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, still (less than 10% of fruit juice), with sugar",0.091306974,0.059533076,0.17779866,0.19037357,0.035436375,0.0066875618,0.5611362167999999
236,18309,18309,boissons,boissons sans alcool,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée","Fruit soft drink, still (fruit juice content unspecified), with sugar",0.091306974,0.059533076,0.17779866,0.19037357,0.035436375,0.0066875618,0.5611362167999999
237,18021,18021,boissons,boissons sans alcool,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, still (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",0.004458047,0,0.15520657,0.18486613,0.035436375,0.0066875618,0.3866546838
238,18058,18058,boissons,boissons sans alcool,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","Syrup (mint, strawberries flavouredetc.), with sugar diluted in water",0.033741243,0.020370869,0.026568172,0.019057545,0.0022977281,0.00027759677,0.10231315386999998
239,18100,18100,boissons,boissons sans alcool,"Cacao, non sucré, poudre soluble","Cocoa powder, without sugar, powder, instant, non rehydrated",7.4679765,19.052315,0.10010411,0.42870478,0.015708527,0,27.064808917
240,18163,18163,boissons,boissons sans alcool,"Café au lait ou cappuccino au chocolat, poudre soluble","Coffee with milk or Cappuccino with chocolate, powder, instant, non rehydrated",6.6034242,1.5332796,0.10010411,0.18218576,0.015708527,0,8.434702196999998
241,18160,18160,boissons,boissons sans alcool,"Café au lait ou cappuccino, poudre soluble","Coffee with milk or Cappuccino, powder, instant, non rehydrated",6.5944657,0.98348452,0.10010411,0.17456355,0.015708527,0,7.8683264070000005
242,18151,18151,boissons,boissons sans alcool,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","Coffee with milk or white coffee or cappuccino, instant coffee or not, without sugar, ready-to-drink",0.38517774,0.0894362,0.005839073,0.010626895,0.0009162784,0.011289765,0.5032859514
243,18072,18072,boissons,boissons sans alcool,"Café décaféiné, instantané, non sucré, prêt à boire","Decaffeinated instant coffee, without sugar, ready-to-drink",1.1371827,0.50460608,0.005839073,0.026611056,0.0009162784,0.011289765,1.6864449524
244,18070,18070,boissons,boissons sans alcool,"Café décaféiné, non instantané, non sucré, prêt à boire","Decaffeinated not instant coffee, without sugar, ready-to-drink",0.53797489,0.073248948,0.005839073,0.015906686,0.0009162784,0.011289765,0.6451756404
245,18071,18071,boissons,boissons sans alcool,"Café expresso, non instantané, non sucré, prêt à boire","Espresso coffee, not instant coffee, without sugar, ready-to-drink",0.53797489,0.027653332,0.005839073,0.015906686,0.0009162784,0.011289765,0.5995800243999999
246,18069,18069,boissons,boissons sans alcool,"Café, décaféiné, poudre soluble","Decaffeinated coffee, powder, instant, non rehydrated",19.495674,8.6508843,0.10010411,0.45621559,0.015708527,0,28.718586527000003
247,18073,18073,boissons,boissons sans alcool,"Café, instantané, non sucré, prêt à boire","Instant coffee, without sugar, ready-to-drink",1.1371827,0.4082251,0.005839073,0.026611056,0.0009162784,0.011289765,1.5900639723999999
248,18003,18003,boissons,boissons sans alcool,"Café, moulu","Coffee, ground",9.2229536,0.4740842,0.10010411,0.27270163,0.015708527,0,10.085552067
249,18004,18004,boissons,boissons sans alcool,"Café, non instantané, non sucré, prêt à boire","Not instant coffee, without sugar, ready-to-drink",0.53797489,0.027653332,0.005839073,0.015906686,0.0009162784,0.011289765,0.5995800243999999
250,18005,18005,boissons,boissons sans alcool,"Café, poudre soluble","Coffee, powder, instant, non rehydrated",19.495674,6.9985445,0.10010411,0.45621559,0.015708527,0,27.066246727000003
251,5207,5207,boissons,boisson alcoolisées,Champagne,Champagne,0.35121606,0.040838394,0.47839023,0.31057239,0.035507378,0.0066875618,1.2232120137999998
252,18162,18162,boissons,boissons sans alcool,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",1.5497448,0.42275921,0.17779866,0.13407735,0.015708527,0,2.300088547
253,18153,18153,boissons,boissons sans alcool,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",1.5497448,0.42275921,0.17779866,0.13407735,0.015708527,0,2.300088547
254,18150,18150,boissons,boissons sans alcool,"Chicorée et café, poudre soluble","Mix of chicory and coffee, powder, instant, non rehydrated",8.4425982,5.128831,0.47839023,0.33332808,0.015708527,0,14.398856037
255,18161,18161,boissons,boissons sans alcool,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant chicory, without sugar and artificial sweeteners, ready-to-drink (reconstituted with standard semi-skimmed milk)",0.98456338,0.011757874,0.17779866,0.12132515,0.015708527,0,1.3111535909999998
256,18152,18152,boissons,boissons sans alcool,"Chicorée, poudre soluble","Chicory, powder, instant",0.014448574,0.077874244,0.0096890898,0.0060532488,0.00030150552,0.01125073,0.11961739211999999
257,5022,5022,boissons,boisson alcoolisées,Cidre aromatisé (framboise),Flavoured cider,0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618,1.0643875167999999
258,5021,5021,boissons,boisson alcoolisées,Cidre bouché demi-sec,"Cider, half-dry",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618,1.0643875167999999
259,5006,5006,boissons,boisson alcoolisées,Cidre brut,"Cider, dry",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618,1.0643875167999999
260,5007,5007,boissons,boisson alcoolisées,Cidre doux,"Cider, sweet",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618,1.0643875167999999
261,5020,5020,boissons,boisson alcoolisées,Cidre traditionnel,Cider,0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618,1.0643875167999999
262,18220,18220,boissons,boissons sans alcool,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","Lemon or lime base, for beverage, without sugar (to be diluted)",0.12781002,0.037888299,0.47839023,0.18824701,0.015376781,0,0.84771234
263,1012,1012,boissons,boisson alcoolisées,Cocktail à base de rhum,Rum-based cocktail,0.085102684,0.1498878,0.47839023,0.17630812,0.015134715,0.0066875618,0.9115111107999999
264,1013,1013,boissons,boisson alcoolisées,Cocktail à base de whisky,Whiskey-based cocktail,0.0031697194,0.22296515,0.47839023,0.16279608,0.015134715,0.0066875618,0.8891434562
265,2008,2008,boissons,boisson alcoolisées,Cocktail sans alcool (à base de jus de fruits et de sirop),"Cocktail, alcohol-free (juices and syrup-based cocktail)",0.10182227,0.016368791,0.47839023,0.28245786,0.035436375,0.0066875618,0.9211630877999999
266,1022,1022,boissons,boisson alcoolisées,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",0.11842009,0.14131074,0.47839023,0.28205,0.035436375,0.0066875618,1.0622949968
267,18060,18060,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants","Cola, without sugar and with artificial sweetener(s)",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
268,18068,18068,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants, sans caféine","Cola, without sugar, with artificial sweetener(s) and with caffeine",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
269,18018,18018,boissons,boissons sans alcool,"Cola, sucré","Cola, with sugar",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
270,18037,18037,boissons,boissons sans alcool,"Cola, sucré, avec édulcorants","Cola, with sugar and artificial sweetener(s)",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
271,18067,18067,boissons,boissons sans alcool,"Cola, sucré, sans caféine","Cola, with sugar and without caffeine",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618,0.5120494017999999
272,1021,1021,boissons,boisson alcoolisées,Crème de cassis,Blackcurrant liqueur,0.70759055,0.090725398,0.47839023,0.18249581,0.015134715,0.0066875618,1.4810242648
273,18039,18039,boissons,boissons sans alcool,Diabolo (limonade et sirop),Lemonade with a flavoured syrup,0.092843841,0.046621231,0.17779866,0.20099211,0.035436375,0.0066875618,0.5603797788
274,76080,76080,boissons,eaux,"Eau de source Cristaline, embouteillée, non gazeuse","Spring still water (Cristaline), bottled",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
275,76028,76028,boissons,eaux,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)","Spring water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
276,1001,1001,boissons,boisson alcoolisées,Eau de vie,Clear fruit brandy or eau-de-vie,0.0062273465,0.43804549,0.47839023,0.17680375,0.015134715,0,1.1146015315
277,1023,1023,boissons,boisson alcoolisées,"Eau de vie de vin, type armagnac, cognac","Spirit made from wine, armagnac or cognac type",0.0062273465,0.43804549,0.47839023,0.17680375,0.015134715,0.0066875618,1.1212890933
278,18430,18430,boissons,eaux,Eau embouteillée de source,"Water, bottled",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
279,76000,76000,boissons,eaux,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)","Mineral still water (Abatilles), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
280,76001,76001,boissons,eaux,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)","Mineral still water (Aix-les-Bains), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
281,76002,76002,boissons,eaux,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)","Mineral sparkling water (Aziac), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
282,76004,76004,boissons,eaux,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)","Mineral still water (Amanda), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
283,76079,76079,boissons,eaux,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)","Mineral still water (Appollinaris), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
284,76006,76006,boissons,eaux,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)","Mineral sparkling water (Arcens), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
285,76007,76007,boissons,eaux,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)","Mineral sparkling water (Ardesy), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
286,76062,76062,boissons,eaux,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Mineral still water (Avra), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
287,76061,76061,boissons,eaux,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)","Mineral sparkling water (Badoit), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
288,76063,76063,boissons,eaux,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)","Mineral still water (Beckerich), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
289,76081,76081,boissons,eaux,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)","Mineral still water (Biovive), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
290,76100,76100,boissons,eaux,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)","Water, mineral, carbonated ou non-carbonated, CAROLA",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
291,76010,76010,boissons,eaux,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)","Mineral still water (Celtic), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
292,76011,76011,boissons,eaux,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)","Mineral still water (Chambon), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
293,76012,76012,boissons,eaux,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)","Mineral still water (Chantemerle), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
294,76013,76013,boissons,eaux,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)","Mineral sparkling water (Chateauneuf), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
295,76014,76014,boissons,eaux,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)","Mineral sparkling water (Chateldon), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
296,76065,76065,boissons,eaux,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Mineral still water (Chaudfontaine), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
297,76066,76066,boissons,eaux,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)","Mineral still water (Christinen Brunnen), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
298,76083,76083,boissons,eaux,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)","Mineral sparkling water (Cilaos), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
299,76015,76015,boissons,eaux,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (Clos de l'Abbaye), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
300,76016,76016,boissons,eaux,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","Mineral still water (Contrex), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
301,76067,76067,boissons,eaux,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)","Mineral still water (Courmayer), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
302,76017,76017,boissons,eaux,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)","Mineral still water (Dax), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
303,76019,76019,boissons,eaux,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)","Mineral still water (Didier), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
304,76018,76018,boissons,eaux,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)","Mineral sparkling water (Didier), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
305,76102,76102,boissons,eaux,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)","Water, mineral, non-carbonated, EDEN",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
306,76020,76020,boissons,eaux,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)","Mineral still water (Evian), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
307,76022,76022,boissons,eaux,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)","Mineral still water (Hépar), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
308,76023,76023,boissons,eaux,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)","Mineral sparkling water (Hydroxydase), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
309,76082,76082,boissons,eaux,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)","Mineral still water (La Cairolle), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
310,76085,76085,boissons,eaux,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","Mineral still water (La Française), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
311,76069,76069,boissons,eaux,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)","Mineral still water (Levissima), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
312,76025,76025,boissons,eaux,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)","Mineral still water (Luchon), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
313,76070,76070,boissons,eaux,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Mineral still water (Luso), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
314,76101,76101,boissons,eaux,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)","Water, mineral, non-carbonated, MONT-BLANC",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
315,76086,76086,boissons,eaux,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)","Mineral still water (Montcalm), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
316,76087,76087,boissons,eaux,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)","Mineral still water (Montclar), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
317,76027,76027,boissons,eaux,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)","Mineral water (Mont-Roucous, bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
318,76071,76071,boissons,eaux,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Mineral still water (Néro), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
319,76088,76088,boissons,eaux,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)","Mineral sparkling water (Nessel), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
320,76089,76089,boissons,eaux,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)","Mineral sparkling water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
321,76090,76090,boissons,eaux,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)","Mineral still water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
322,76029,76029,boissons,eaux,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (Orée du bois), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
323,76030,76030,boissons,eaux,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)","Mineral sparkling water (Orezza), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
324,76031,76031,boissons,eaux,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)","Mineral sparkling water (Parot), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
325,76072,76072,boissons,eaux,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Mineral still water (Penacova), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
326,76060,76060,boissons,eaux,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)","Mineral sparkling water (Perrier), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
327,76032,76032,boissons,eaux,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)","Mineral still water (Plancoet), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
328,76091,76091,boissons,eaux,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)","Mineral still water (Prince Noir), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
329,76033,76033,boissons,eaux,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","Mineral still water (Propiac), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
330,76034,76034,boissons,eaux,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)","Mineral sparkling water (Puits St Georges), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
331,76035,76035,boissons,eaux,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)","Mineral sparkling water (Quézac), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
332,76036,76036,boissons,eaux,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)","Mineral sparkling water (Reine des basaltes), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
333,76037,76037,boissons,eaux,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)","Mineral sparkling water (Rozana), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
334,76038,76038,boissons,eaux,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)","Mineral still water (Sail-les-Bains), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
335,76039,76039,boissons,eaux,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)","Mineral sparkling water (Salvetat), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
336,76074,76074,boissons,eaux,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)","Mineral water (San Bernardo), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
337,76075,76075,boissons,eaux,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)","Mineral sparkling water (San Pellegrino), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
338,76076,76076,boissons,eaux,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)","Mineral still water (Spa-Reine), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
339,76092,76092,boissons,eaux,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)","Mineral sparkling water (St-Alban), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
340,76043,76043,boissons,eaux,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (St-Amand), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598,0.26760042398
